timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T05:45:00.000Z";"2023-08-31T21:10:00.000Z";26.9722666862;27.1384908711;25.7813432124;26.0497798168;39543375.96;297872486.44;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:15:00.000Z";"2023-08-30T15:07:00.000Z";27.1150363164;27.1566200693;26.7087030943;26.9725970304;40027397.37;308390211.59;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T18:15:00.000Z";"2023-08-29T10:39:00.000Z";26.1049993766;27.3957477775;25.5152367914;27.1142873035;45858104.57;309976342.01;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T12:36:00.000Z";"2023-08-28T09:20:00.000Z";25.8278433302;26.3775174644;25.5198175826;26.1054180947;35745903.44;298409416.05;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T17:03:00.000Z";"2023-08-27T02:59:00.000Z";25.3293268548;25.9186071088;25.2360788057;25.8276626897;32728583.8;295202045.24;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T03:30:00.000Z";"2023-08-26T19:04:00.000Z";25.5587853241;25.6812055854;25.279754655;25.3292060361;33429638.71;289472608.08;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T23:56:00.000Z";"2023-08-25T04:41:00.000Z";25.1903986326;25.5774116613;24.6197821643;25.5643132647;42382421.01;292018552.81;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T00:11:00.000Z";"2023-08-24T19:12:00.000Z";26.5165190544;26.5684928997;24.9267138895;25.1882133002;49165046.93;287690753.11;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T07:22:00.000Z";"2023-08-23T13:14:00.000Z";26.3630764721;26.8416125087;25.8799351373;26.5160310352;45216164.52;302822621.77;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T12:46:00.000Z";"2023-08-22T22:10:00.000Z";26.4367166399;26.7888645122;25.7800357005;26.3632008703;40696881.96;301044121.9;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T00:07:00.000Z";"2023-08-21T15:31:00.000Z";27.01761118;27.0338998515;26.1707755026;26.4369681826;40179851.22;301852589.78;"2023-08-21T23:59:59.999Z"
"2023-08-20T00:00:00.000Z";"2023-08-20T23:59:59.999Z";"2023-08-20T21:04:00.000Z";"2023-08-20T06:56:00.000Z";26.729310377;27.2031693764;26.6908154514;27.0176820103;36984828.22;308446197.16;"2023-08-20T23:59:59.999Z"
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T17:00:00.000Z";"2023-08-19T12:32:00.000Z";26.4832080763;26.7817600598;26.3535914359;26.7296691771;40270469.24;305127057.52;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T11:51:00.000Z";"2023-08-18T00:04:00.000Z";25.8535201333;26.6416464918;25.7808427613;26.4796550406;49196275.28;302233746.96;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T06:05:00.000Z";"2023-08-17T21:46:00.000Z";28.4076101966;28.6567158005;24.3346229468;25.8479745963;53361828.96;294997001.34;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T03:15:00.000Z";"2023-08-16T21:17:00.000Z";29.8296225911;29.8378675699;27.8567923826;28.405138999;45905191.68;324145313.73;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T00:00:00.000Z";"2023-08-15T19:44:00.000Z";31.9609135398;31.9609135398;29.4365006434;29.8294833218;59677759.96;340361634.92;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T16:52:00.000Z";"2023-08-14T13:16:00.000Z";32.0140602178;32.2944469087;31.8275976613;31.9607181804;50397833.39;364639014.72;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T20:05:00.000Z";"2023-08-13T06:07:00.000Z";32.2813022053;32.3776926421;31.8911030409;32.0154720904;44422905.16;365223030.79;"2023-08-13T23:59:59.999Z"
