timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T12:55:00.000Z";"2023-08-31T21:10:00.000Z";0.2378486841;0.2390919199;0.2232144959;0.2248329757;6842985.4;86786722.66;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:02:00.000Z";"2023-08-30T21:43:00.000Z";0.2434804229;0.2436253394;0.2363841707;0.2378110704;5000744.24;91796336.12;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T18:24:00.000Z";"2023-08-29T10:40:00.000Z";0.2320198429;0.2458016199;0.2258449744;0.2435025665;7834470.6;93993283.84;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T00:00:00.000Z";"2023-08-28T07:46:00.000Z";0.2334882447;0.2334882447;0.2247533796;0.2320414026;5889938.23;89569213.7;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T00:38:00.000Z";"2023-08-27T12:30:00.000Z";0.2348668242;0.2353746656;0.2330252386;0.233491981;3218544.15;90129144.66;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T04:10:00.000Z";"2023-08-26T18:49:00.000Z";0.23906947;0.2395762323;0.2344937514;0.23486009;3235142.18;90657242.02;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T14:19:00.000Z";"2023-08-25T05:14:00.000Z";0.2390019477;0.2392049723;0.2338180375;0.2390840246;5077816.49;92287703.18;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T00:03:00.000Z";"2023-08-24T20:58:00.000Z";0.2417155909;0.2417942135;0.2361333261;0.2389669129;5143303.29;92242497.46;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T19:56:00.000Z";"2023-08-23T03:57:00.000Z";0.234500977;0.2436115344;0.2334228625;0.2417136171;5739294.61;93160000.97;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T08:31:00.000Z";"2023-08-22T18:22:00.000Z";0.232427821;0.2352051182;0.2262684087;0.2345059711;5337967.62;90382067.64;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T01:31:00.000Z";"2023-08-21T15:35:00.000Z";0.2368429191;0.2371147731;0.2288952102;0.2324276672;6563819.61;89581058.63;"2023-08-21T23:59:59.999Z"
"2023-08-20T00:00:00.000Z";"2023-08-20T23:59:59.999Z";"2023-08-20T03:37:00.000Z";"2023-08-20T08:09:00.000Z";0.2359564082;0.237917438;0.2331651863;0.2368524375;6719563.26;91286430.49;"2023-08-20T23:59:59.999Z"
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T19:51:00.000Z";"2023-08-19T00:04:00.000Z";0.2309464627;0.2370369465;0.2306563852;0.2359562766;6472772.12;90941036.83;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T23:31:00.000Z";"2023-08-18T00:04:00.000Z";0.2229849204;0.2314983035;0.222353548;0.2309332067;12800665.02;89005071.44;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T05:59:00.000Z";"2023-08-17T21:46:00.000Z";0.2490285916;0.2538637322;0.2038069486;0.2229624472;17379626.05;85933022.91;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T00:03:00.000Z";"2023-08-16T21:16:00.000Z";0.2691567798;0.2691577406;0.2437715873;0.2490392936;21643893.56;95983424.97;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T00:15:00.000Z";"2023-08-15T19:11:00.000Z";0.2907622345;0.2908596841;0.2597742609;0.2691556667;19367789.25;103736572.52;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T16:54:00.000Z";"2023-08-14T00:09:00.000Z";0.288633142;0.2943931842;0.2882514064;0.2907133958;14740856.63;111404653.6;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T03:06:00.000Z";"2023-08-13T22:43:00.000Z";0.2907596975;0.294116813;0.2875210851;0.2886082243;13470016.54;110597928.11;"2023-08-13T23:59:59.999Z"
"2023-08-12T00:00:00.000Z";"2023-08-12T23:59:59.999Z";"2023-08-12T01:02:00.000Z";"2023-08-12T04:08:00.000Z";0.2888614009;0.2937022689;0.2878510413;0.2907440358;10561309.37;111416395.19;"2023-08-12T23:59:59.999Z"
"2023-08-11T00:00:00.000Z";"2023-08-11T23:59:59.999Z";"2023-08-11T02:05:00.000Z";"2023-08-11T15:58:00.000Z";0.2893623618;0.2898404034;0.2865964656;0.2888712105;10777596.18;110698707.41;"2023-08-11T23:59:59.999Z"
"2023-08-10T00:00:00.000Z";"2023-08-10T23:59:59.999Z";"2023-08-10T00:00:00.000Z";"2023-08-10T06:43:00.000Z";0.2904238724;0.2904238724;0.2866498865;0.2893695379;11011343.11;110889672.07;"2023-08-10T23:59:59.999Z"
"2023-08-09T00:00:00.000Z";"2023-08-09T23:59:59.999Z";"2023-08-09T13:02:00.000Z";"2023-08-09T21:16:00.000Z";0.2897872149;0.293453757;0.2871876722;0.2904095697;12871096.71;111125623.99;"2023-08-09T23:59:59.999Z"
"2023-08-08T00:00:00.000Z";"2023-08-08T23:59:59.999Z";"2023-08-08T18:26:00.000Z";"2023-08-08T09:55:00.000Z";0.2882324151;0.2924653877;0.2799206551;0.2897784965;11663521.51;110884142.94;"2023-08-08T23:59:59.999Z"
"2023-08-07T00:00:00.000Z";"2023-08-07T23:59:59.999Z";"2023-08-07T01:28:00.000Z";"2023-08-07T16:51:00.000Z";0.2913756535;0.2949551853;0.2833646538;0.2882335458;15775186;110292965.4;"2023-08-07T23:59:59.999Z"
"2023-08-06T00:00:00.000Z";"2023-08-06T23:59:59.999Z";"2023-08-06T21:22:00.000Z";"2023-08-06T14:16:00.000Z";0.2900621447;0.2932469981;0.2887127865;0.2914247593;10148933.34;111514087.68;"2023-08-06T23:59:59.999Z"
"2023-08-05T00:00:00.000Z";"2023-08-05T23:59:59.999Z";"2023-08-05T01:42:00.000Z";"2023-08-05T13:44:00.000Z";0.2877661134;0.2932858899;0.2865797734;0.2900379182;12183896.51;110983411.02;"2023-08-05T23:59:59.999Z"
"2023-08-04T00:00:00.000Z";"2023-08-04T23:59:59.999Z";"2023-08-04T01:04:00.000Z";"2023-08-04T20:53:00.000Z";0.2933740267;0.297411188;0.2844564544;0.287725408;12632595.13;110098525.78;"2023-08-04T23:59:59.999Z"
"2023-08-03T00:00:00.000Z";"2023-08-03T23:59:59.999Z";"2023-08-03T02:04:00.000Z";"2023-08-03T08:28:00.000Z";0.2957427831;0.297899523;0.291090114;0.293404408;10157385.2;112271603.01;"2023-08-03T23:59:59.999Z"
"2023-08-02T00:00:00.000Z";"2023-08-02T23:59:59.999Z";"2023-08-02T00:28:00.000Z";"2023-08-02T16:58:00.000Z";0.3018873683;0.3021993473;0.2910977535;0.2957309229;14080225.44;113036579.96;"2023-08-02T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-01T23:59:59.999Z";"2023-08-01T23:59:00.000Z";"2023-08-01T02:41:00.000Z";0.296712982;0.30186468;0.2896111619;0.30186468;19928926.57;115381072.43;"2023-08-01T23:59:59.999Z"
"2023-07-31T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-31T02:51:00.000Z";"2023-07-31T20:07:00.000Z";0.3017804594;0.3020539123;0.2939392029;0.2966744082;19347296.35;113379207.91;"2023-07-31T23:59:59.999Z"
"2023-07-30T00:00:00.000Z";"2023-07-30T23:59:59.999Z";"2023-07-30T07:16:00.000Z";"2023-07-30T20:04:00.000Z";0.311782383;0.3202933408;0.2947480241;0.3018267709;42596042.52;115348271.61;"2023-07-30T23:59:59.999Z"
