timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T00:24:00.000Z";"2023-08-31T17:04:00.000Z";29.8656495924;29.8767529966;28.8630761031;29.2382229545;2820481.69;243664245.22;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:07:00.000Z";"2023-08-30T18:16:00.000Z";30.3290293755;30.3559995193;29.6019240987;29.8635463175;4573381.68;248603182.63;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T14:46:00.000Z";"2023-08-29T12:24:00.000Z";30.003918787;30.8988647382;29.5736871613;30.3182613236;3605215.14;252103437.38;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T06:18:00.000Z";"2023-08-28T03:46:00.000Z";30.0409675353;30.253626185;29.9019939157;30.0052636608;2416343.29;249217778.93;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T00:13:00.000Z";"2023-08-27T18:26:00.000Z";30.2168414664;30.2340032666;29.9351861162;30.0397563984;1755891.42;249225950.43;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T03:19:00.000Z";"2023-08-26T19:29:00.000Z";30.1578881222;30.3246177427;30.0032253331;30.2208975293;1638127.18;250446289.58;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T14:17:00.000Z";"2023-08-25T08:01:00.000Z";30.136709059;30.6355534447;29.8118183894;30.1514590378;2493014.38;249594139.74;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T00:51:00.000Z";"2023-08-24T18:54:00.000Z";31.1912089613;31.253721609;30.0300131431;30.1358476123;1912154.79;249191636.3;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T20:28:00.000Z";"2023-08-23T13:37:00.000Z";30.1829815118;31.5000980748;29.8167265952;31.1884932122;3300183.28;257606505.79;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T00:47:00.000Z";"2023-08-22T08:40:00.000Z";30.3360946549;30.5943904134;29.8641361917;30.1837153798;6629811.32;249023831.68;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T20:37:00.000Z";"2023-08-21T00:31:00.000Z";29.893785825;30.4527078979;29.8470864176;30.3335477267;3444161.28;249974793.13;"2023-08-21T23:59:59.999Z"
