timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T11:49:00.000Z";"2023-08-31T21:10:00.000Z";20.8338370887;21.0072138963;19.5497615381;19.7350923;343649256.48;8057061417.56;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:23:00.000Z";"2023-08-30T16:53:00.000Z";21.7820269799;21.932713917;20.6416641175;20.8349035506;292322454.83;8503358989.49;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T14:46:00.000Z";"2023-08-29T12:22:00.000Z";20.5568663833;21.9832577586;20.1283437313;21.7807625457;469679539.71;8889837181.57;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T00:00:00.000Z";"2023-08-28T09:52:00.000Z";20.7869648533;20.7869648533;20.1686885798;20.5571010638;200600033.35;8387727250.1;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T14:40:00.000Z";"2023-08-27T03:09:00.000Z";20.2807012379;20.8701258163;20.2621115093;20.7868390792;177496131.53;8481486356.18;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T00:01:00.000Z";"2023-08-26T13:28:00.000Z";20.392975298;20.4037773416;20.2175760228;20.2804240419;144065112.13;8272228221.84;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T00:01:00.000Z";"2023-08-25T18:29:00.000Z";21.0351101538;21.0496284016;20.1531005883;20.392719434;278312420.21;8318053764.65;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T05:14:00.000Z";"2023-08-24T20:58:00.000Z";21.7079863566;21.9884438223;20.7510868068;21.0330312085;328472950.75;8580097298.8;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T20:28:00.000Z";"2023-08-23T13:17:00.000Z";20.5473487295;21.746029384;20.4514669441;21.7036235353;404686524.29;8850119741.11;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T00:43:00.000Z";"2023-08-22T21:29:00.000Z";21.2070660525;21.2505142913;19.7354669123;20.5465422872;381594696.36;8378332667.58;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T00:01:00.000Z";"2023-08-21T15:31:00.000Z";21.773262551;21.7774256084;20.6835757783;21.2082597349;339125909.89;8645411753.17;"2023-08-21T23:59:59.999Z"
"2023-08-20T00:00:00.000Z";"2023-08-20T23:59:59.999Z";"2023-08-20T11:23:00.000Z";"2023-08-20T06:37:00.000Z";21.8797517645;22.0047025077;21.6300946985;21.7732749786;198853111.79;8875758854.75;"2023-08-20T23:59:59.999Z"
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T17:01:00.000Z";"2023-08-19T00:04:00.000Z";21.3357108185;22.1477863724;21.3159936393;21.8790368022;244048976;8913615529.85;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T06:40:00.000Z";"2023-08-18T17:11:00.000Z";21.7124276893;22.170012986;21.0891351003;21.3354926763;411279768.37;8691285093.9;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T03:40:00.000Z";"2023-08-17T21:46:00.000Z";22.8114185907;23.3806186933;20.3041542512;21.709974789;620931324.51;8841048263.13;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T00:24:00.000Z";"2023-08-16T21:16:00.000Z";23.9000136023;23.993120238;22.4875270248;22.811975427;441171937.35;9290690827.71;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T01:06:00.000Z";"2023-08-15T23:32:00.000Z";25.1471710265;25.2411207709;23.7616616501;23.8965860993;424193110.91;9704403859.67;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T16:28:00.000Z";"2023-08-14T02:22:00.000Z";24.2424028886;25.227117751;24.0953965641;25.1428231289;359715099.01;10210505563.76;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T00:04:00.000Z";"2023-08-13T23:53:00.000Z";24.9052173383;24.913161464;24.2364827301;24.2428851773;263449955.45;9845065424.89;"2023-08-13T23:59:59.999Z"
"2023-08-12T00:00:00.000Z";"2023-08-12T23:59:59.999Z";"2023-08-12T22:22:00.000Z";"2023-08-12T03:39:00.000Z";24.5855427287;25.1119514589;24.405805096;24.9067302706;253389584.17;10111411290.28;"2023-08-12T23:59:59.999Z"
"2023-08-11T00:00:00.000Z";"2023-08-11T23:59:59.999Z";"2023-08-11T02:44:00.000Z";"2023-08-11T19:22:00.000Z";24.610627046;24.8653147126;24.359616159;24.582859903;314045618.5;9980131588.77;"2023-08-11T23:59:59.999Z"
"2023-08-10T00:00:00.000Z";"2023-08-10T23:59:59.999Z";"2023-08-10T14:04:00.000Z";"2023-08-10T05:19:00.000Z";24.3783008299;24.8094991075;24.1506665096;24.6130534456;339616018.11;9985104343.62;"2023-08-10T23:59:59.999Z"
"2023-08-09T00:00:00.000Z";"2023-08-09T23:59:59.999Z";"2023-08-09T13:03:00.000Z";"2023-08-09T21:16:00.000Z";24.2110311788;24.9515861983;24.1942084998;24.3785268713;447009017.6;9892410961.55;"2023-08-09T23:59:59.999Z"
